TERMINAL,END TOTAL BIKER COUNT,LATITUDE,LONGITUDE,START TOTAL BIKER COUNT,NAME
31237,154900,38.903827,-77.053485,145857,25th St & Pennsylvania Ave NW
31225,153274,38.90375,-77.06269,116338,C & O Canal & Wisconsin Ave NW
31205,151701,38.90071062547464,-77.04644858837128,130083,21st & I St NW
31215,148395,38.902314000000004,-77.05914150000001,104608,Georgetown Harbor / 30th St NW
31231,147498,38.894514,-77.031617,128532,14th & D St NW / Ronald Reagan Building
31108,147435,38.876697,-77.0178975,129202,4th & M St SW
31219,146563,38.893028,-77.026013,128162,10th St & Constitution Ave NW
31239,141044,38.90599569999115,-77.03980207443237,131291,Rhode Island & Connecticut Ave NW
31233,135299,38.902060999999996,-77.038322,118372,17th & K St NW / Farragut Square
31223,134550,38.905737,-77.02226999999999,138511,Convention Center / 7th & M St NW
31109,134220,38.9155,-77.0222,128145,7th & T St NW
31238,132702,38.898409,-77.032278,124093,14th & G St NW
31616,130477,38.900412,-77.001949,122408,3rd & H St NE
31227,128028,38.900283,-77.029822,104998,13th St & New York Ave NW
31218,127361,38.886266,-77.02224100000001,124457,L'Enfant Plaza / 7th & C St SW
31619,124943,38.890461,-76.988355,134001,Lincoln Park / 13th & East Capitol St NE 
31257,124099,38.90088,-77.048911,123965,22nd & I St NW / Foggy Bottom
31234,123978,38.908905,-77.04478,115517,20th & O St NW / Dupont South
31221,123560,38.905066874553135,-77.04177886247633,117454,18th & M St NW
31217,123522,38.886276945065106,-77.02824175357819,116568,USDA / 12th & Independence Ave SW
31602,122851,38.9308,-77.0315,153604,Park Rd & Holmead Pl NW
31111,122808,38.9172,-77.0259,121408,10th & U St NW
31620,119948,38.897222,-77.019347,109063,5th & F St NW
31116,119733,38.917761,-77.04061999999999,112036,California St & Florida Ave NW
31235,116600,38.8923,-77.0436,111301,19th St & Constitution Ave NW
31244,114616,38.88412,-77.017445,99977,4th & E St SW
31014,113931,38.897315,-77.070993,84937,Lynn & 19th St North
31265,113340,38.900929999999995,-77.018677,111345,5th St & Massachusetts Ave NW
31271,112992,38.892275,-77.013917,107563,Constitution Ave & 2nd St NW/DOL
31618,111181,38.889955,-77.000349,116141,4th & East Capitol St NE
31245,111036,38.912719,-77.022155,111057,7th & R St NW / Shaw Library
31610,108571,38.886952,-76.996806,112951,Eastern Market / 7th & North Carolina Ave SE
31266,106420,38.9055785,-77.027313,110648,11th & M St NW
31611,105874,38.90042673988099,-76.98825001716614,94923,13th & H St NE
31628,103469,38.878854378063295,-77.00572729110719,94279,1st & K St SE
31267,102296,38.908142,-77.038359,101975,17th St & Massachusetts Ave NW
31240,100560,38.88412,-77.04656999999999,100460,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials
31503,100255,38.9126,-77.0135,100320,Florida Ave & R St NW
31204,98028,38.8963,-77.045,95644,20th & E St NW
31605,97431,38.8851,-77.0023,99204,3rd & D St SE
31216,97297,38.899632000000004,-77.031686,93541,14th St & New York Ave NW
31242,97174,38.89968,-77.041539,99411,18th St & Pennsylvania Ave NW
31102,96489,38.929464,-77.027822,126550,11th & Kenyon St NW
31268,94189,38.916787,-77.028139,89660,12th & U St NW
31506,93424,38.915417,-77.012289,92069,1st & Rhode Island Ave NW
31622,93294,38.894832,-76.987633,96073,13th & D St NE
31107,93257,38.9319,-77.0388,119509,Lamont & Mt Pleasant NW
31604,93236,38.899408,-77.015289,93390,3rd & H St NW
31615,91061,38.899972,-76.998347,82743,6th & H St NE
31272,90892,38.886978000000006,-77.013769,82289,Washington & Independence Ave SW/HHS
31236,88912,38.907740000000004,-77.071652,91460,37th & O St NW / Georgetown University
31103,88877,38.92612422246211,-77.03542068600655,158906,16th & Harvard St NW
31256,88648,38.895914000000005,-77.026064,77616,10th & E St NW
31627,87359,38.90546971494327,-77.0021304488182,81646,3rd & M St NE
31224,87182,38.90374145091938,-77.0424520969391,85434,19th & L St NW
31105,87086,38.9268,-77.0322,128384,14th & Harvard St NW
31208,84927,38.8763,-77.0037,68071,M St & New Jersey Ave SE
31612,84752,38.894840642470754,-76.99591577053069,90391,D St & Maryland Ave NE
31264,84730,38.894573,-77.01994,76705,6th St & Indiana Ave NW
31254,84712,38.902,-77.03353,81996,15th & K St NW
31255,83858,38.9066,-77.05152,75818,24th & N St NW
31263,83124,38.9024,-77.02622,86148,10th & K St NW
31251,81606,38.903819,-77.0284,85200,12th & L St NW
31121,80771,38.923583,-77.050046,87620,Calvert St & Woodley Pl NW
31114,80454,38.918809,-77.04157099999999,91898,18th St & Wyoming Ave NW
31270,78986,38.894851,-77.02324,70584,8th & D St NW
31277,78067,38.89828294952361,-77.03973233699799,73580,17th & G St NW
31100,76881,38.9003,-77.0429,82532,19th St & Pennsylvania Ave NW
31220,75249,38.894919,-77.046587,73426,US Dept of State / Virginia Ave & 21st St NW
31106,74451,38.923203,-77.047637,93881,Calvert & Biltmore St NW
31614,74382,38.899983,-76.991383,64147,11th & H St NE
31269,73829,38.887378000000005,-77.00195500000001,81006,3rd St & Pennsylvania Ave SE
31606,69809,38.8803,-76.9862,70383,Potomac & Pennsylvania Ave SE
31119,68805,38.921074,-77.031887,75865,14th & Belmont St NW
31607,67841,38.882915484767615,-76.98790669441223,67771,14th & D St SE
31400,67721,38.9366839345886,-77.02418088912964,88422,Georgia & New Hampshire Ave NW
31278,67235,38.912648,-77.041834,65536,18th & R St NW
31262,64693,38.897857,-77.026975,60801,11th & F St NW
31312,62785,38.90849,-77.063586,56126,Wisconsin Ave & O St NW
31015,62608,38.8946,-77.072305,45460,Rosslyn Metro / Wilson Blvd & Ft Myer Dr
31281,62116,38.908640000000005,-77.02277,60417,8th & O St NW
31289,61419,38.890539000000004,-77.04938299999999,62128,Henry Bacon Dr & Lincoln Memorial Circle NW
31625,60627,38.881184999999995,-77.001828,61424,3rd & G St SE
31621,60494,38.895344,-77.01610600000001,62305,4th & D St NW / Judiciary Square
31275,60267,38.901755,-77.051084,56095,New Hampshire Ave & 24th St NW
31634,58203,38.875009999999996,-77.0024,46823,3rd & Tingey St SE
31252,57886,38.901539,-77.046564,58951,21st St & Pennsylvania Ave NW
31609,57776,38.87869359939696,-77.02305436134337,44759,Maine Ave & 7th St SW
31113,57004,38.920669000000004,-77.04368000000001,88874,Columbia Rd & Belmont St NW
31288,56016,38.8904955,-77.0172465,56014,4th St & Madison Dr NW
31631,55925,38.897273999999996,-76.994749,52859,8th & F St NE
31007,55477,38.857404962615036,-77.05113172531128,70911,Crystal City Metro / 18th & Bell St
31505,54473,38.910971999999994,-77.00495,57901,Eckington Pl & Q St NE
31314,54110,38.9037315,-77.06752850000001,38089,34th & Water St NW
31253,53910,38.902204,-77.04337,56361,19th & K St NW
31260,53768,38.896104,-77.049882,54973,23rd & E St NW 
31261,52434,38.892459,-77.04656700000001,56191,21st St & Constitution Ave NW
31250,51734,38.903584,-77.044789,53379,20th & L St NW
31626,50003,38.88732,-76.98356899999999,51918,15th St & Massachusetts Ave SE
31276,48886,38.903649,-77.034918,48999,15th & L St NW
31401,48829,38.9375,-77.0328,62584,14th St & Spring Rd NW
31509,48425,38.912659000000005,-77.017669,49233,New Jersey Ave & R St NW
31117,48011,38.92333,-77.0352,69143,15th & Euclid St  NW
31274,47623,38.89824328774852,-77.02623546123505,41077,10th & G St NW
31305,47110,38.934267,-77.057979,53742,Connecticut Ave & Newark St NW / Cleveland Park
31608,46545,38.8792,-76.9953,45256,8th & Eye St SE / Barracks Row
31209,46431,38.8743,-77.0057,37632,1st & N St  SE
31290,43931,38.888096999999995,-77.038325,43821,17th St & Independence Ave SW
31206,43602,38.8952,-77.0436,44690,19th & E Street NW
31211,43319,38.897293,-77.05556999999999,38435,Kennedy Center
31115,42675,38.92812111132096,-77.02379465103151,63355,Columbia Rd & Georgia Ave NW
31629,42034,38.889988,-76.995193,47064,8th & East Capitol St NE
31118,41713,38.917621999999994,-77.01597,42692,3rd & Elm St NW
31617,41596,38.900413,-76.982872,37232,Bladensburg Rd & Benning Rd NE
31300,40368,38.944551000000004,-77.063896,45281,Van Ness Metro / UDC
31002,40281,38.856425,-77.04923199999999,35147,20th & Crystal Dr
31011,39825,38.852928999999996,-77.049723,33310,23rd & Crystal Dr
31636,39675,38.90733256111448,-77.01536044478415,43107,New Jersey Ave & N St NW/Dunbar HS
31077,39578,38.889920000000004,-77.071301,33548,Iwo Jima Memorial/N Meade & 14th St N
31637,39416,38.899703,-77.008911,39563,North Capitol St & G Pl NE
31638,39398,38.900358000000004,-77.012108,38409,1st & H St NW
31009,39019,38.848465999999995,-77.051514,35247,27th & Crystal Dr
31226,38315,38.916441999999996,-77.0682,48695,34th St & Wisconsin Ave NW
31633,38308,38.887312,-77.025762,37329,Independence Ave & L'Enfant Plaza SW/DOE
31601,37973,38.8896,-76.9769,36923,19th & East Capitol St SE
31005,36792,38.862303000000004,-77.059936,35208,Pentagon City Metro / 12th & S Hayes St
31307,36480,38.930282,-77.055599,49859,3000 Connecticut Ave NW / National Zoo
31037,36243,38.881044,-77.11176800000001,41869,Ballston Metro / N Stuart & 9th St N
31280,34957,38.913761,-77.027025,35021,11th & S St NW
31639,34940,38.89967,-77.00366600000001,33103,2nd & G St NE
31630,34893,38.889908,-76.983326,37470,15th & East Capitol St NE
31632,34722,38.897195,-76.983575,33241,15th & F St NE
31024,33206,38.882788,-77.103148,37997,Virginia Square Metro / N Monroe St & 9th St N
31508,32632,38.90509,-76.9941,34111,Gallaudet / 8th St & Florida Ave NE
31120,32025,38.920387,-77.025672,33988,10th & Florida Ave NW
31010,31258,38.8426,-77.0502,27042,S Glebe & Potomac Ave
31302,31017,38.934881,-77.072755,52168,Wisconsin Ave & Newark St NW
31047,31007,38.814577,-77.052808,37661,Braddock Rd Metro
31303,30250,38.947607,-77.079382,57611,Tenleytown / Wisconsin Ave & Albemarle St NW
31279,30197,38.898412,-77.043182,31419,19th & G St NW
31003,29947,38.861056,-77.049417,29205,15th & Crystal Dr
31112,29715,38.927872,-77.043358,29171,Harvard St & Adams Mill Rd NW
31404,29435,38.9418,-77.0251,38359,9th & Upshur St NW
31017,28913,38.891696,-77.0846,43138,Wilson Blvd & N Uhle St
31500,28788,38.919077,-77.000648,29318,4th & W St NE
31641,28623,38.894971999999996,-77.003135,29434,2nd St & Massachusetts Ave NE
31042,28602,38.804718,-77.043363,23977,Market Square / King St & Royal St
31006,28096,38.8637,-77.0633,25955,S Joyce & Army Navy Dr
31022,27584,38.88701007722296,-77.09525674581528,35552,Clarendon Metro / Wilson Blvd & N Highland St
31259,27395,38.894721999999994,-77.045128,25500,20th St & Virginia Ave NW
31008,26949,,,26091,12th & Army Navy Dr
31207,26736,38.9249,-77.0222,38659,Georgia Ave and Fairmont St NW
31016,26502,38.893438,-77.076389,29167,Clarendon Blvd & Pierce St
31285,26476,38.909394,-77.048728,24635,22nd & P ST NW
31282,25257,38.912652,-77.036278,24551,16th & R St NW
31273,24209,38.878433,-77.03023,23100,Hains Point/Buckeye & Ohio Dr SW
31089,24144,38.890612,-77.084801,32902,Court House Metro / 15th & N Uhle St 
31041,24120,38.803124,-77.040363,15456,Prince St & Union St
31283,23229,38.903658,-77.03173699999999,24553,14th & L St NW
31286,22918,38.908429999999996,-77.02714,23941,11th & O St NW
31517,22420,38.907908,-76.99707,22334,Union Market/6th St & Neal Pl NE
31512,22227,38.903732,-76.987211,24947,Neal St & Trinidad Ave NE
31039,22190,38.880012,-77.107854,25602,Wilson Blvd & N Quincy St
31304,21862,38.922581,-77.070334,37873,36th & Calvert St NW / Glover Park
31048,21367,38.80576284873485,-77.060626745224,28613,King St Metro South
31301,21081,38.938736,-77.087171,34529,Ward Circle / American University
31408,20805,38.975219,-77.016855,25397,Takoma Metro
31124,20640,38.928552,-77.032224,30710,14th & Irving St NW
31640,20085,38.8962260397813,-76.9927856326103,21519,Maryland Ave & E St NE
31030,19962,38.89593,-77.08900600000001,28490,Lee Hwy & N Adams St
31023,19922,38.885801,-77.09774499999999,22883,Fairfax Dr & Wilson Blvd
31504,19031,38.932514000000005,-76.992889,23740,10th & Monroe St NE
31013,18639,38.854380515177496,-77.05341160297394,17328,Eads & 22nd St S
31034,18549,38.882629,-77.10936600000001,19822,N Randolph St & Fairfax Dr
31001,18443,38.85725,-77.05332,19211,18th & Eads St.
31519,18384,38.908643,-77.012365,19352,1st & O St NW
31306,18151,38.922649,-77.077271,43302,39th & Calvert St NW / Stoddert
31044,17979,38.805316999999995,-77.049883,15329,King St & Patrick St
31310,17871,38.955016,-77.069956,24003,Connecticut & Nebraska Ave NW
31029,17682,38.896923,-77.086502,20650,N Veitch  & 20th St N
31125,17460,38.9190185,-77.034449,16737,15th & W St NW
31020,17269,38.8904,-77.0889,23633,Wilson Blvd & Franklin Rd
31021,16771,38.8881,-77.09308,23414,Clarendon Blvd & N Fillmore St
31321,16083,38.892244,-77.033234,14970,15th St & Constitution Ave NW
31043,16067,38.81074147938705,-77.04463273286821,13317,Saint Asaph St & Pendleton  St
31406,16067,38.94247535560285,-77.0326781272888,23240,14th & Upshur St NW
31019,15914,38.889,-77.0925,19440,Wilson Blvd & N Edgewood St
31643,15910,38.884916,-77.005965,16945,1st & D St SE
31004,15671,38.857865999999994,-77.05949,16446,Aurora Hills Community Ctr/18th & Hayes St
31012,15358,38.850688,-77.05152,15317,26th & S Clark St
31502,15336,38.9346,-76.9955,18114,John McCormack Dr & Michigan Ave NE
31031,15093,38.89054,-77.08095,20238,15th & N Scott St
31025,14698,38.88397,-77.10783,16202,Central Library / N Quincy St & 10th St N
31507,14229,38.928743,-77.012457,20323,1st & Washington Hospital Center NW
31035,14222,38.876393,-77.10773499999999,16954,N Quincy St & Glebe Rd
31516,14213,38.920682,-76.995876,14287,Rhode Island Ave Metro
31635,14183,38.876737,-76.99446800000001,13701,Potomac Ave & 8th St SE
31284,13947,38.893511,-77.04154399999999,14017,18th & C St NW
31308,13711,38.943837,-77.077078,22525,39th & Veazey St NW
31018,13006,38.892164,-77.079375,19136,N Rhodes & 16th St N
31051,12991,38.889365000000005,-77.077294,12232,Arlington Blvd & N Queen St
31291,12860,38.901136451737045,-77.03445106744765,13268,Vermont Ave & I St NW
31080,12472,38.897612,-77.080851,14052,Lee Hwy & N Scott St
31513,12446,38.918155,-77.004746,26564,Rhode Island Ave & V St NE
31036,12267,38.87887,-77.1207,13240,George Mason Dr & Wilson Blvd
31295,12217,38.905368,-77.065149,9715,Potomac & M St NW
31052,12155,38.844015,-77.050537,10277,Potomac Ave & 35th St S
31402,12148,38.947774,-77.032818,17564,14th St Heights / 14th & Crittenden St NW
32014,12132,38.961763,-77.085998,12958,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir
31040,11569,38.884615999999994,-77.10108000000001,13689,Fairfax Dr & Kenmore St
31060,11511,38.84232,-77.089555,10145,S Arlington Mill Dr & Campbell Ave
32002,11411,38.981103000000004,-77.097426,10344,Bethesda Ave & Arlington Rd
31293,11353,38.902826,-77.06017299999999,7363,31st & Water St NW
31026,11325,38.884734,-77.093485,15886,Washington Blvd & 10th St N
31313,11179,38.94113915653008,-77.061977237463,15031,Connecticut Ave & Tilden St NW
31045,10975,38.805648,-77.05293,10245,Commerce St & Fayette St
31027,10948,38.893993,-77.07857,14114,Key Blvd & N Quinn St
31122,10739,38.928893,-77.03625,18572,16th & Irving St NW
31028,10574,38.893237,-77.086063,16487,N Veitch & Key Blvd
31038,10458,38.883921,-77.116817,11908,Glebe Rd & 11th St N
31069,10300,38.871821999999995,-77.107906,11454,Pershing & N George Mason Dr
31049,10228,38.883669,-77.113905,12208,Utah St & 11th St N 
31065,10185,38.880705,-77.08596,11781,N Pershing Dr & Wayne St
31801,9995,38.862669,-76.994637,9389,Anacostia Metro
31084,9794,38.802677,-77.063562,11161,Ballenger Ave & Dulaney St
31407,9786,38.956432,-77.032947,15415,14th St & Colorado Ave NW
31511,9728,38.928644,-76.990955,10446,12th & Irving St NE
31712,9654,38.894474,-76.974828,8058,Oklahoma Ave & D St NE
32026,9530,38.977933,-77.006472,10424,Carroll & Ethan Allen Ave
31086,9524,38.82595,-77.058541,7563,Mount Vernon Ave & E Del Ray Ave
32048,9376,38.984691,-77.094537,14655,Bethesda Metro
31000,9346,38.858971000000004,-77.05323,11387,Eads St & 15th St S
32046,9322,38.964991999999995,-77.103381,9524,River Rd & Landy Ln
31298,9238,38.905424,-77.034674,9513,15th & M St NW
31287,9023,38.88432272414662,-77.02601015567778,10773,10th St & L'Enfant Plaza SW
31050,9001,38.884961,-77.08776999999999,11345,Barton St & 10th St N
31501,8636,38.933668,-76.991016,10746,12th & Newton St NE
31079,8558,38.894940999999996,-77.09169,10806,Lee Hwy & N Cleveland St
31128,8548,38.905303,-77.050264,8028,23rd & M St NW
31083,8545,38.82175,-77.047494,7900,Potomac Greens Dr & Slaters Ln
31403,8494,38.95655554772196,-77.01981425285341,8907,5th & Kennedy St NW
31033,8425,38.850336577884455,-77.10098862648009,11280,Barcroft Community Center
31098,8408,38.80704,-77.05981700000001,7181,King St Metro North / Cameron St
31514,8310,38.927496999999995,-76.997194,10347,Hamlin & 7th St NE
31299,8309,38.912644,-77.04564,8231,Connecticut Ave & R St NW
31802,8308,38.867373,-76.988039,7614,Good Hope Rd & MLK Ave SE
31292,8229,38.892441,-77.048947,9499,22nd St & Constitution Ave NW
31645,8044,38.90293157359119,-76.9984048604965,7643,6th & K St NE
31518,7641,38.915603999999995,-76.983683,7356,New York Ave & Hecht Ave NE
31123,7585,38.925284000000005,-77.032375,17775,14th & Girard St NW
31053,7518,38.863833,-77.08031899999999,9054,Columbia Pike & S Courthouse Rd
31405,7422,38.949662,-77.027333,11325,Georgia Ave & Emerson St NW
31309,7360,38.954812,-77.082426,7660,Fessenden St & Wisconsin Ave NW
31708,7187,38.896544,-76.96011999999999,6857,Anacostia Ave & Benning Rd NE / River Terrace 
31091,7164,38.859254,-77.063275,8033,S Joyce & 16th St S
31294,7111,38.88345,-77.021741,6747,7th & E St SW
31097,7094,38.812718,-77.044097,6299,Saint Asaph & Madison St
31087,7041,38.820932,-77.053096,6535,Monroe Ave & Leslie Ave
31066,7011,38.867262,-77.072315,7255,Columbia Pike & S Orme St
31067,6942,38.862478,-77.08659899999999,6999,Columbia Pike & S Walter Reed Dr
31917,6871,38.89386,-77.070862,5535,N Lynn St & Fairfax Dr
31088,6826,38.833077,-77.059821,5729,Mount Vernon Ave & Kennedy St
31046,6753,38.811456,-77.050276,7283,Henry St & Pendleton St
32010,6674,38.98128,-77.011336,3205,Philadelphia & Maple Ave
31055,6530,38.846222,-77.069275,5362,28th St S & S Meade St
31085,6488,38.820064,-77.05761899999999,6460,Mount Vernon Ave & E Nelson Ave
31126,6479,38.925636,-77.027112,7596,11th & Girard St NW
32008,6254,38.989540000000005,-77.098029,6135,Cordell & Norfolk Ave
32011,6206,38.983627,-77.006311,2941,Maple & Ritchie Ave
31032,6095,38.88081,-77.09079200000001,6973,Washington Blvd & 7th St N
31070,6052,38.873754999999996,-77.089233,5536,Arlington Blvd & Fillmore St
31296,5860,38.924088,-77.040787,8216,Columbia & Ontario Rd NW
31127,5793,38.898925467168425,-77.04885238395946,5788,22nd & H St NW
31073,5708,38.873219,-77.082104,5454,Washington Blvd & Walter Reed Dr 
32027,5620,38.992375,-77.100104,5908,Battery Ln & Trolley Trail
31074,5612,38.869417999999996,-77.095596,5099,TJ Cmty Ctr / 2nd St & S Old Glebe Rd
32036,5383,38.997033,-77.02560799999999,5377,Fenton St & Ellsworth Dr 
31916,5364,38.829545,-77.047844,4928,Potomac & Swann Ave
32025,5252,38.975,-77.01120999999999,7548,Carroll & Westmoreland Ave
31315,5226,38.964543509245885,-77.07513481378554,6446,McKinley St & Connecticut Ave NW
31056,5122,38.847977,-77.07510400000001,4739,S Troy St & 26th St S
31057,5067,38.8444,-77.085931,4744,S Four Mile Run Dr & S Shirlington Rd
31642,5050,38.90240556584194,-77.01600551605225,5769,New Jersey Ave & L St NW
31081,4963,38.804378,-77.060866,5788,Duke St & John Carlyle St
32029,4947,38.977092999999996,-77.094589,5489,Offutt Ln & Chevy Chase Dr
32013,4890,38.983525,-77.09536700000001,6671,Montgomery & East Ln
32000,4878,38.988562,-77.096539,5758,Norfolk Ave & Fairmont St
32001,4854,38.985403999999996,-77.02308199999999,6245,Fenton St & New York Ave 
31094,4841,38.895377,-77.09713,3163,Lee Hwy & N Kirkwood Rd
31803,4801,38.866611,-76.985238,4776,Good Hope Rd & 14th St SE
31644,4734,38.882489,-76.990121,4972,12th St & Pennsylvania Ave SE
31129,4682,38.89646474748647,-77.0333808660507,4351,15th St & Pennsylvania Ave NW/Pershing Park
31805,4649,38.873057,-76.97101500000001,3033,Pennsylvania & Minnesota Ave SE
31071,4598,38.862753000000005,-77.05428,4151,Long Bridge Park/Long Bridge Dr & 6th St S
31318,4595,38.947156,-77.065115,5031,Connecticut Ave & Yuma St NW
32040,4533,38.96115,-77.08865899999999,4767,Friendship Blvd & Willard Ave
31093,4526,38.898984000000006,-77.078317,8191,21st St N & N Pierce St
32012,4514,38.995256441231696,-77.0291242003441,4816,Silver Spring Metro/Colesville Rd & Wayne Ave
31078,4509,38.869442,-77.10450300000001,5382,Arlington Blvd & S George Mason Dr/NFATC
32021,4507,38.982456,-77.09199100000001,5023,47th & Elm St
31082,4485,38.801111,-77.068952,4461,Eisenhower Ave & Mill Race Ln
31068,4474,38.856319,-77.11153,3946,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center
32024,4322,38.989724,-77.023854,5493,Fenton St & Gist Ave
31059,4212,38.847359999999995,-77.095431,3788,S Four Mile Run & Walter Reed Dr
31063,4161,38.852247999999996,-77.10502199999999,3805,S George Mason Dr & Four Mile Run
31510,4143,38.927095,-76.97892399999999,4118,18th St & Rhode Island Ave NE
32019,4115,38.990249,-77.02935,5478,East West Hwy & Blair Mill Rd
31918,4039,38.812351,-77.04069100000001,3442,Madison & Fairfax St
32045,4017,39.119765,-77.166093,4377,Shady Grove Metro West
31907,3998,38.798133,-77.0487,3507,Franklin & S Washington St
32006,3953,38.986999999999995,-77.02941700000001,5207,13th St & Eastern Ave
31297,3928,38.8995,-77.05415500000001,3865,Virginia Ave & 25th St NW
31076,3907,38.839912,-77.08708299999999,2761,Shirlington Transit Center / S Quincy & Randolph St
31515,3727,38.952369,-77.002721,5087,Fort Totten Metro
31090,3694,38.865553000000006,-77.05003,3181,6th & S Ball St
32055,3667,38.979875,-77.093522,4111,Woodmont Ave & Strathmore St
31520,3476,38.91263,-76.971923,3546,24th & R St NE / National Arboretum
32034,3250,38.994034850608365,-77.03037142753602,4884,Ripley & Bonifant St
31804,3123,38.865784000000005,-76.9784,3526,Anacostia Library
31807,3044,38.863896999999994,-76.990037,3271,Pleasant St & MLK Ave SE
32003,2864,38.983838,-77.09221,4279,Montgomery Ave & Waverly St 
32028,2854,38.990639,-77.100239,3359,Norfolk & Rugby Ave
31092,2853,38.896456,-77.104562,3159,Lee Hwy & N Monroe St
31703,2845,38.897063,-76.947446,2871,Minnesota Ave Metro/DOES
31903,2746,38.799267,-77.0447,2270,Royal & Wilkes St
31707,2734,38.889934999999994,-76.93723,3268,Benning Rd & East Capitol St NE / Benning Rd Metro
32038,2679,39.110314,-77.18266899999999,3299,King Farm Blvd & Piccard Dr
32037,2620,39.114688,-77.171487,2309,King Farm Blvd & Pleasant Dr
32215,2601,38.94660792121498,-77.3393914103508,2503,Reston Station
31099,2583,38.813485,-77.049468,3403,Madison & N Henry St
32039,2566,38.999634,-77.109647,3813,Old Georgetown Rd & Southwick St
31411,2440,38.961339,-77.027855,3414,Georgia & Missouri Ave NW
31054,2423,38.847129045742605,-77.1125502884388,2145,Walter Reed Community Center / Walter Reed Dr & 16th St S
31522,2414,38.914751108831155,-77.00356006622314,3185,2nd St & Seaton Pl NE
32049,2399,38.986743,-77.000035,1840,Washington Adventist U / Flower Ave & Division St
31902,2344,38.876528,-77.12711999999999,2249,Wilson Blvd & N Illinois St 
31915,2287,38.818748,-77.047783,2063,Powhatan St & Bashford Ln
31096,2234,38.86612,-77.08787,2193,S Walter Reed Dr & 8th St S
31317,2233,38.958267,-77.084636,3254,Wisconsin Ave & Ingomar St NW
31909,2200,38.843422,-77.06401600000001,2052,Mount Vernon Ave & Four Mile Run Park
31705,2099,38.894,-76.947974,1840,Benning Branch Library
32043,2091,38.997445,-77.023894,2024,Veterans Pl & Pershing Dr 
32035,2026,38.999388,-77.03155500000001,2450,Georgia Ave & Spring St
31913,1957,38.82005823354218,-77.0628207921982,1904,Commonwealth & E Monroe Ave
31904,1940,38.885320719750744,-77.15642720460892,1966,East Falls Church Metro/Sycamore St & 19th St N
32051,1881,38.994113,-77.076986,1857,Connecticut Ave & Chevy Chase Lake Dr
32053,1821,38.999378,-77.097882,2512,Medical Center Metro 
31075,1813,38.866471000000004,-77.076131,2125,Rolfe St & 9th St S
31910,1794,38.822738,-77.049265,1643,Potomac Ave & Main Line Blvd
31906,1775,38.812711,-77.061715,1650,Commonwealth Ave & Oak St
31914,1772,38.797557,-77.05376600000001,1602,Lee Center
32047,1744,39.084379,-77.146866,1922,Rockville Metro West
31646,1651,38.88044,-77.02523599999999,1489,Maine Ave & 9th St SW
32007,1622,39.084125,-77.151291,1670,E Montgomery Ave & Maryland Ave
32020,1601,,,1524,Crabbs Branch Way & Calhoun Pl
32044,1591,39.085394,-77.145803,1572,Rockville Metro East
31905,1572,38.880992,-77.135271,1535,Kennebec St & 11th St N
32023,1570,39.095661,-77.159048,1432,Montgomery College/W Campus Dr & Mannakee St
32004,1507,39.096312,-77.192672,1433,Fallsgrove Blvd & Fallsgrove Dr
31061,1485,38.848454,-77.084918,1274,S Kenmore & 24th St S
32214,1426,38.957037,-77.359718,1475,Reston Town Center Transit Station
